stamp_sec,stamp_nanosec,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,forward_back,left_right,joystick_zone,input_source
1764375791,190128651,0.0,0.0,0.0,0.0,0.0011111111380159855,0.002222222276031971,0,0,8,3
1764375791,246184001,0.0,0.0,0.0,0.0,0.0,-0.0011111111380159855,0,0,8,3
1764375791,288222844,0.0,0.0,0.0,0.0,0.0011111111380159855,0.0011111111380159855,0,0,8,3
1764375791,328336464,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375791,392887155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375791,463176589,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375791,520574700,0.0,0.0,0.0,0.0,0.0,0.0011111111380159855,0,0,8,3
1764375791,532485827,0.0,0.0,0.0,0.0,0.0,-0.002222222276031971,0,0,8,3
1764375791,583757431,0.0,0.0,0.0,0.0,0.0,-0.0011111111380159855,0,0,8,3
1764375791,645949892,0.0,0.0,0.0,0.0,0.0,-0.002222222276031971,0,0,8,3
1764375791,717138778,0.0,0.0,0.0,0.002222222276031971,-0.0011111111380159855,0.0011111111380159855,0,0,8,3
1764375791,826028506,0.0,0.0,0.0,0.002222222276031971,0.0,0.0,0,0,8,3
1764375791,880772316,0.0,0.0,0.0,0.0,0.002222222276031971,0.0,0,0,8,3
1764375791,891361359,0.0,0.0,0.0,0.0011111111380159855,0.0011111111380159855,0.0,0,0,8,3
1764375791,947980499,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375791,997816577,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375792,70487550,0.0,0.0,0.0,0.0,-0.002222222276031971,0.0011111111380159855,0,0,8,3
1764375792,116952928,0.0,0.0,0.0,0.0011111111380159855,0.0,0.0,0,0,8,3
1764375792,146790500,0.0,0.0,0.0,0.0,-0.0011111111380159855,0.0,0,0,8,3
1764375792,201406760,0.0,0.0,0.0,0.0,0.002222222276031971,-0.0011111111380159855,0,0,8,3
1764375792,262881381,0.0,0.0,0.0,0.0,0.0,0.002222222276031971,0,0,8,3
1764375792,314700585,0.0,0.0,0.0,0.0011111111380159855,0.0,0.0,0,0,8,3
1764375792,342861528,0.0,0.0,0.0,0.0,0.0,-0.002222222276031971,0,0,8,3
1764375792,362911753,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375792,413345248,0.0,0.0,0.0,0.0011111111380159855,0.0,0.0,0,0,8,3
1764375792,445323544,0.0,0.0,0.0,0.0011111111380159855,0.0,0.0011111111380159855,0,0,8,3
1764375792,521648891,0.0,0.0,0.0,0.0011111111380159855,0.0,0.0,0,0,8,3
1764375792,550287514,0.0,0.0,0.0,0.0,0.0,0.0011111111380159855,0,0,8,3
1764375792,621823336,0.0,0.0,0.0,0.0,0.0,0.0011111111380159855,0,0,8,3
1764375792,686396985,0.0,0.0,0.0,-0.0011111111380159855,0.0,-0.0011111111380159855,0,0,8,3
1764375792,732706974,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375792,790158515,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375792,852299648,0.0,0.0,0.0,0.002222222276031971,0.0011111111380159855,0.0,0,0,8,3
1764375792,912986692,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375792,960791703,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375793,21085547,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375793,37981540,0.0,0.0,0.0,0.0,0.0,-0.002222222276031971,0,0,8,3
1764375793,101154162,0.0,0.0,0.0,-0.0033333334140479565,0.0,0.002222222276031971,0,0,8,3
1764375793,131242355,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375793,201302261,0.0,0.0,0.0,0.0,-0.002222222276031971,0.0,0,0,8,3
1764375793,262046548,0.0,0.0,0.0,0.0,0.0,-0.0011111111380159855,0,0,8,3
1764375793,278670645,0.0,0.0026832232251763344,0.0,0.0011111111380159855,0.0,0.0,0,0,8,3
1764375793,303374118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375793,359630306,0.0,0.0,0.0,0.0011111111380159855,-0.002222222276031971,0.0,0,0,8,3
1764375793,387261766,0.0,0.0,0.0,0.0033333334140479565,-0.0033333334140479565,0.0011111111380159855,0,0,8,3
1764375793,461484132,0.0,0.0,0.0,0.0,-0.006666666828095913,0.004444444552063942,0,0,8,3
1764375793,535341726,0.0,0.0,0.0,-0.0011111111380159855,-0.002222222276031971,0.0011111111380159855,0,0,8,3
1764375793,570180248,0.0,0.0,0.0,-0.0011111111380159855,-0.0011111111380159855,-0.0011111111380159855,0,0,8,3
1764375793,615336190,0.0,0.0,0.0,0.0011111111380159855,0.0033333334140479565,-0.0055555556900799274,0,0,8,3
1764375793,675317184,0.0,0.0,0.0,0.0,0.002222222276031971,-0.006666666828095913,0,0,8,3
1764375793,721285916,0.0,-0.00284105958417058,0.0,0.0,0.0011111111380159855,0.004444444552063942,0,0,8,3
1764375793,755171488,0.0,0.0,0.0,0.002222222276031971,0.002222222276031971,0.0,0,0,8,3
1764375793,832203890,0.0,0.0,0.0,0.0011111111380159855,0.0,0.0,0,0,8,3
1764375793,929702543,0.0,0.0,0.0,0.0,-0.002222222276031971,-0.0011111111380159855,0,0,8,3
1764375793,976678677,0.0,0.0,0.0,0.0,0.0,0.002222222276031971,0,0,8,3
1764375793,989637757,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,3
1764375794,50430350,0.0,0.0,0.0,-0.0011111111380159855,0.0,0.002222222276031971,0,0,8,3
1764375794,104146252,0.0,0.0,0.0,-0.0011111111380159855,0.0033333334140479565,0.0,0,0,8,3
1764375794,171162829,0.0,0.0,0.0,0.0,0.002222222276031971,0.0,0,0,8,3
